ibge,csv_post_title,lng,lat,csv_post_post,csv_post_categories,csv_post_author,csv_post_slug,csv_post_type
311210,Caparaó - MG,-41.9060072,-20.5241425,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.5241425' lon='-41.9060072' z='11' width='300' height='300'],Munícipio,caparaó-mg,caparaó-mg,municipio
311220,Capela Nova - MG,-43.6114561,-20.9206791,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.9206791' lon='-43.61145610000001' z='11' width='300' height='300'],Munícipio,capela nova-mg,capela-nova-mg,municipio
311230,Capelinha - MG,-42.5178299,-17.693369,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-17.693369' lon='-42.5178299' z='11' width='300' height='300'],Munícipio,capelinha-mg,capelinha-mg,municipio
311240,Capetinga - MG,-47.058501,-20.6184403,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.6184403' lon='-47.058501' z='11' width='300' height='300'],Munícipio,capetinga-mg,capetinga-mg,municipio
311250,Capim Branco - MG,-44.1142911,-19.5518741,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.5518741' lon='-44.1142911' z='11' width='300' height='300'],Munícipio,capim branco-mg,capim-branco-mg,municipio
311260,Capinópolis - MG,-49.5647605,-18.6888366,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.6888366' lon='-49.5647605' z='11' width='300' height='300'],Munícipio,capinópolis-mg,capinópolis-mg,municipio
311265,Capitão Andrade - MG,-41.8636792,-19.0711849,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.0711849' lon='-41.8636792' z='11' width='300' height='300'],Munícipio,capitão andrade-mg,capitão-andrade-mg,municipio
311270,Capitão Enéas - MG,-43.7219628,-16.320147,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-16.320147' lon='-43.7219628' z='11' width='300' height='300'],Munícipio,capitão enéas-mg,capitão-enéas-mg,municipio
311280,Capitólio - MG,-46.0496289,-20.6140208,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.6140208' lon='-46.04962889999999' z='11' width='300' height='300'],Munícipio,capitólio-mg,capitólio-mg,municipio
311290,Caputira - MG,-42.269057,-20.1731641,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.1731641' lon='-42.269057' z='11' width='300' height='300'],Munícipio,caputira-mg,caputira-mg,municipio
311300,Caraí - MG,-41.6979267,-17.1880962,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-17.1880962' lon='-41.6979267' z='11' width='300' height='300'],Munícipio,caraí-mg,caraí-mg,municipio
311310,Caranaíba - MG,-43.7395509,-20.8758046,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.8758046' lon='-43.7395509' z='11' width='300' height='300'],Munícipio,caranaíba-mg,caranaíba-mg,municipio
311320,Carandaí - MG,-43.8068396,-20.9526258,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.9526258' lon='-43.8068396' z='11' width='300' height='300'],Munícipio,carandaí-mg,carandaí-mg,municipio
311330,Carangola - MG,-42.0311807,-20.7350041,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.7350041' lon='-42.0311807' z='11' width='300' height='300'],Munícipio,carangola-mg,carangola-mg,municipio
311340,Caratinga - MG,-42.1391551,-19.7900096,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.7900096' lon='-42.1391551' z='11' width='300' height='300'],Munícipio,caratinga-mg,caratinga-mg,municipio
311350,Carbonita - MG,-43.0157152,-17.5272272,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-17.5272272' lon='-43.0157152' z='11' width='300' height='300'],Munícipio,carbonita-mg,carbonita-mg,municipio
311360,Careaçu - MG,-45.6992186,-22.0436333,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-22.0436333' lon='-45.69921859999999' z='11' width='300' height='300'],Munícipio,careaçu-mg,careaçu-mg,municipio
311370,Carlos Chagas - MG,-40.7629248,-17.7042446,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-17.7042446' lon='-40.7629248' z='11' width='300' height='300'],Munícipio,carlos chagas-mg,carlos-chagas-mg,municipio
311380,Carmésia - MG,-43.1359187,-19.0822242,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.0822242' lon='-43.1359187' z='11' width='300' height='300'],Munícipio,carmésia-mg,carmésia-mg,municipio
311390,Carmo da Cachoeira - MG,-45.2141603,-21.4521713,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.4521713' lon='-45.2141603' z='11' width='300' height='300'],Munícipio,carmo da cachoeira-mg,carmo-da-cachoeira-mg,municipio
311400,Carmo da Mata - MG,-44.8671553,-20.5564285,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.5564285' lon='-44.8671553' z='11' width='300' height='300'],Munícipio,carmo da mata-mg,carmo-da-mata-mg,municipio
311410,Carmo de Minas - MG,-45.1324537,-22.1210881,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-22.1210881' lon='-45.1324537' z='11' width='300' height='300'],Munícipio,carmo de minas-mg,carmo-de-minas-mg,municipio
311420,Carmo do Cajuru - MG,-44.7731276,-20.1870332,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.1870332' lon='-44.7731276' z='11' width='300' height='300'],Munícipio,carmo do cajuru-mg,carmo-do-cajuru-mg,municipio
311430,Carmo do Paranaíba - MG,-46.3086873,-18.9982586,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.9982586' lon='-46.3086873' z='11' width='300' height='300'],Munícipio,carmo do paranaíba-mg,carmo-do-paranaíba-mg,municipio
311440,Carmo do Rio Claro - MG,-46.1247784,-20.971381,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.971381' lon='-46.1247784' z='11' width='300' height='300'],Munícipio,carmo do rio claro-mg,carmo-do-rio-claro-mg,municipio
311450,Carmópolis de Minas - MG,-44.6477566,-20.544681,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.544681' lon='-44.6477566' z='11' width='300' height='300'],Munícipio,carmópolis de minas-mg,carmópolis-de-minas-mg,municipio
311455,Carneirinho - MG,-50.6840005,-19.6855515,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.6855515' lon='-50.6840005' z='11' width='300' height='300'],Munícipio,carneirinho-mg,carneirinho-mg,municipio
311460,Carrancas - MG,-44.6423753,-21.4871099,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.4871099' lon='-44.6423753' z='11' width='300' height='300'],Munícipio,carrancas-mg,carrancas-mg,municipio
311470,Carvalhópolis - MG,-45.8417058,-21.7785249,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.7785249' lon='-45.8417058' z='11' width='300' height='300'],Munícipio,carvalhópolis-mg,carvalhópolis-mg,municipio
311480,Carvalhos - MG,-44.4640005,-21.9982564,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.9982564' lon='-44.4640005' z='11' width='300' height='300'],Munícipio,carvalhos-mg,carvalhos-mg,municipio
311490,Casa Grande - MG,-43.9305421,-20.7925808,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.7925808' lon='-43.9305421' z='11' width='300' height='300'],Munícipio,casa grande-mg,casa-grande-mg,municipio
311500,Cascalho Rico - MG,-47.878556,-18.5792852,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.5792852' lon='-47.878556' z='11' width='300' height='300'],Munícipio,cascalho rico-mg,cascalho-rico-mg,municipio
311510,Cássia - MG,-46.9242009,-20.5796735,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.5796735' lon='-46.9242009' z='11' width='300' height='300'],Munícipio,cássia-mg,cássia-mg,municipio
311520,Conceição da Barra de Minas - MG,-44.47268,-21.1284269,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.1284269' lon='-44.47268' z='11' width='300' height='300'],Munícipio,conceição da barra de minas-mg,conceição-da-barra-de-minas-mg,municipio
311530,Cataguases - MG,-42.6987635,-21.3876834,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.3876834' lon='-42.6987635' z='11' width='300' height='300'],Munícipio,cataguases-mg,cataguases-mg,municipio
311535,Catas Altas - MG,-43.4086223,-20.075011,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.075011' lon='-43.4086223' z='11' width='300' height='300'],Munícipio,catas altas-mg,catas-altas-mg,municipio
311540,Catas Altas da Noruega - MG,-43.4887555,-20.7003835,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.7003835' lon='-43.4887555' z='11' width='300' height='300'],Munícipio,catas altas da noruega-mg,catas-altas-da-noruega-mg,municipio
311545,Catuji - MG,-41.5167116,-17.3007201,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-17.3007201' lon='-41.5167116' z='11' width='300' height='300'],Munícipio,catuji-mg,catuji-mg,municipio
311547,Catuti - MG,-42.9612244,-15.3617227,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-15.3617227' lon='-42.9612244' z='11' width='300' height='300'],Munícipio,catuti-mg,catuti-mg,municipio
311550,Caxambu - MG,-44.9249478,-21.9702471,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.9702471' lon='-44.9249478' z='11' width='300' height='300'],Munícipio,caxambu-mg,caxambu-mg,municipio
311560,Cedro do Abaeté - MG,-45.7142205,-19.1465806,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.1465806' lon='-45.7142205' z='11' width='300' height='300'],Munícipio,cedro do abaeté-mg,cedro-do-abaeté-mg,municipio
311570,Central de Minas - MG,-41.3067003,-18.7610436,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.7610436' lon='-41.3067003' z='11' width='300' height='300'],Munícipio,central de minas-mg,central-de-minas-mg,municipio
311580,Centralina - MG,-49.1939158,-18.5876051,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.5876051' lon='-49.1939158' z='11' width='300' height='300'],Munícipio,centralina-mg,centralina-mg,municipio
311590,Chácara - MG,-43.2208773,-21.6724853,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.6724853' lon='-43.2208773' z='11' width='300' height='300'],Munícipio,chácara-mg,chácara-mg,municipio
311600,Chalé - MG,-41.6887643,-20.0439998,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.0439998' lon='-41.6887643' z='11' width='300' height='300'],Munícipio,chalé-mg,chalé-mg,municipio
311610,Chapada do Norte - MG,-42.5388998,-17.0926431,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-17.0926431' lon='-42.5388998' z='11' width='300' height='300'],Munícipio,chapada do norte-mg,chapada-do-norte-mg,municipio
311615,Chapada Gaúcha - MG,-45.6253341,-15.2986645,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-15.2986645' lon='-45.6253341' z='11' width='300' height='300'],Munícipio,chapada gaúcha-mg,chapada-gaúcha-mg,municipio
311620,Chiador - MG,-43.056401,-22.0046281,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-22.0046281' lon='-43.056401' z='11' width='300' height='300'],Munícipio,chiador-mg,chiador-mg,municipio
311630,Cipotânea - MG,-43.3648682,-20.9037367,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.9037367' lon='-43.3648682' z='11' width='300' height='300'],Munícipio,cipotânea-mg,cipotânea-mg,municipio
311640,Claraval - MG,-47.2849509,-20.4004589,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.4004589' lon='-47.2849509' z='11' width='300' height='300'],Munícipio,claraval-mg,claraval-mg,municipio
311650,Claro dos Poções - MG,-44.2110309,-17.0817227,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-17.0817227' lon='-44.2110309' z='11' width='300' height='300'],Munícipio,claro dos poções-mg,claro-dos-poções-mg,municipio
311660,Cláudio - MG,-44.7584121,-20.4410853,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.4410853' lon='-44.7584121' z='11' width='300' height='300'],Munícipio,cláudio-mg,cláudio-mg,municipio
311670,Coimbra - MG,-42.7981598,-20.8575218,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.8575218' lon='-42.7981598' z='11' width='300' height='300'],Munícipio,coimbra-mg,coimbra-mg,municipio
311680,Coluna - MG,-42.8373225,-18.2331109,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.2331109' lon='-42.8373225' z='11' width='300' height='300'],Munícipio,coluna-mg,coluna-mg,municipio
311690,Comendador Gomes - MG,-49.0643231,-19.7355248,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.7355248' lon='-49.0643231' z='11' width='300' height='300'],Munícipio,comendador gomes-mg,comendador-gomes-mg,municipio
311700,Comercinho - MG,-41.7923466,-16.2979026,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-16.2979026' lon='-41.79234659999999' z='11' width='300' height='300'],Munícipio,comercinho-mg,comercinho-mg,municipio
311710,Conceição da Aparecida - MG,-46.2052294,-21.0941113,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.0941113' lon='-46.2052294' z='11' width='300' height='300'],Munícipio,conceição da aparecida-mg,conceição-da-aparecida-mg,municipio
311720,Conceição das Pedras - MG,-45.4561252,-22.1592534,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-22.1592534' lon='-45.4561252' z='11' width='300' height='300'],Munícipio,conceição das pedras-mg,conceição-das-pedras-mg,municipio
311730,Conceição das Alagoas - MG,-48.3818691,-19.9245472,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.9245472' lon='-48.3818691' z='11' width='300' height='300'],Munícipio,conceição das alagoas-mg,conceição-das-alagoas-mg,municipio
311740,Conceição de Ipanema - MG,-41.692241,-19.9294533,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.9294533' lon='-41.692241' z='11' width='300' height='300'],Munícipio,conceição de ipanema-mg,conceição-de-ipanema-mg,municipio
311750,Conceição do Mato Dentro - MG,-43.4274318,-19.0301033,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.0301033' lon='-43.4274318' z='11' width='300' height='300'],Munícipio,conceição do mato dentro-mg,conceição-do-mato-dentro-mg,municipio
311760,Conceição do Pará - MG,-44.8964323,-19.7615391,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.7615391' lon='-44.8964323' z='11' width='300' height='300'],Munícipio,conceição do pará-mg,conceição-do-pará-mg,municipio
311770,Conceição do Rio Verde - MG,-45.0878407,-21.8806143,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.8806143' lon='-45.0878407' z='11' width='300' height='300'],Munícipio,conceição do rio verde-mg,conceição-do-rio-verde-mg,municipio
311780,Conceição dos Ouros - MG,-45.7976175,-22.4123195,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-22.4123195' lon='-45.7976175' z='11' width='300' height='300'],Munícipio,conceição dos ouros-mg,conceição-dos-ouros-mg,municipio
311783,Cônego Marinho - MG,-44.4142816,-15.2961007,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-15.2961007' lon='-44.4142816' z='11' width='300' height='300'],Munícipio,cônego marinho-mg,cônego-marinho-mg,municipio
311787,Confins - MG,-43.9901754,-19.6309617,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.6309617' lon='-43.9901754' z='11' width='300' height='300'],Munícipio,confins-mg,confins-mg,municipio
311790,Congonhal - MG,-46.0465144,-22.1510328,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-22.1510328' lon='-46.04651440000001' z='11' width='300' height='300'],Munícipio,congonhal-mg,congonhal-mg,municipio
311800,Congonhas - MG,-43.8583957,-20.5022118,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.5022118' lon='-43.8583957' z='11' width='300' height='300'],Munícipio,congonhas-mg,congonhas-mg,municipio
311810,Congonhas do Norte - MG,-43.672486,-18.8109128,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.8109128' lon='-43.672486' z='11' width='300' height='300'],Munícipio,congonhas do norte-mg,congonhas-do-norte-mg,municipio
311820,Conquista - MG,-47.5488754,-19.9323074,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.9323074' lon='-47.5488754' z='11' width='300' height='300'],Munícipio,conquista-mg,conquista-mg,municipio
311830,Conselheiro Lafaiete - MG,-43.7855006,-20.6596596,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.6596596' lon='-43.7855006' z='11' width='300' height='300'],Munícipio,conselheiro lafaiete-mg,conselheiro-lafaiete-mg,municipio
311840,Conselheiro Pena - MG,-41.4750615,-19.1752683,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.1752683' lon='-41.4750615' z='11' width='300' height='300'],Munícipio,conselheiro pena-mg,conselheiro-pena-mg,municipio
311850,Consolação - MG,-45.9239038,-22.5530607,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-22.5530607' lon='-45.9239038' z='11' width='300' height='300'],Munícipio,consolação-mg,consolação-mg,municipio
311860,Contagem - MG,-44.0529377,-19.9385599,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.9385599' lon='-44.0529377' z='11' width='300' height='300'],Munícipio,contagem-mg,contagem-mg,municipio
311870,Coqueiral - MG,-45.4450672,-21.1880016,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.1880016' lon='-45.4450672' z='11' width='300' height='300'],Munícipio,coqueiral-mg,coqueiral-mg,municipio
311880,Coração de Jesus - MG,-44.3649141,-16.6855255,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-16.6855255' lon='-44.3649141' z='11' width='300' height='300'],Munícipio,coração de jesus-mg,coração-de-jesus-mg,municipio
311890,Cordisburgo - MG,-44.3209395,-19.1256767,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.1256767' lon='-44.3209395' z='11' width='300' height='300'],Munícipio,cordisburgo-mg,cordisburgo-mg,municipio
311900,Cordislândia - MG,-45.6998698,-21.7924204,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.7924204' lon='-45.69986979999999' z='11' width='300' height='300'],Munícipio,cordislândia-mg,cordislândia-mg,municipio
311910,Corinto - MG,-44.4577756,-18.36592,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.36592' lon='-44.4577756' z='11' width='300' height='300'],Munícipio,corinto-mg,corinto-mg,municipio
311920,Coroaci - MG,-42.2820033,-18.6193909,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.6193909' lon='-42.2820033' z='11' width='300' height='300'],Munícipio,coroaci-mg,coroaci-mg,municipio
311930,Coromandel - MG,-47.1927631,-18.4719433,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.4719433' lon='-47.19276310000001' z='11' width='300' height='300'],Munícipio,coromandel-mg,coromandel-mg,municipio
311940,Coronel Fabriciano - MG,-42.626664,-19.5184653,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.5184653' lon='-42.626664' z='11' width='300' height='300'],Munícipio,coronel fabriciano-mg,coronel-fabriciano-mg,municipio
311950,Coronel Murta - MG,-42.1858561,-16.6151014,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-16.6151014' lon='-42.1858561' z='11' width='300' height='300'],Munícipio,coronel murta-mg,coronel-murta-mg,municipio
311960,Coronel Pacheco - MG,-43.329071,-21.6450859,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.6450859' lon='-43.329071' z='11' width='300' height='300'],Munícipio,coronel pacheco-mg,coronel-pacheco-mg,municipio
311970,Coronel Xavier Chaves - MG,-44.2264559,-21.0253831,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.0253831' lon='-44.2264559' z='11' width='300' height='300'],Munícipio,coronel xavier chaves-mg,coronel-xavier-chaves-mg,municipio
311980,Córrego Danta - MG,-45.9063347,-19.824861,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.824861' lon='-45.9063347' z='11' width='300' height='300'],Munícipio,córrego danta-mg,córrego-danta-mg,municipio
311990,Córrego do Bom Jesus - MG,-46.0197357,-22.6297707,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-22.6297707' lon='-46.0197357' z='11' width='300' height='300'],Munícipio,córrego do bom jesus-mg,córrego-do-bom-jesus-mg,municipio
311995,Córrego Fundo - MG,-45.5555639,-20.4490624,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.4490624' lon='-45.5555639' z='11' width='300' height='300'],Munícipio,córrego fundo-mg,córrego-fundo-mg,municipio
312000,Córrego Novo - MG,-42.4023211,-19.8315802,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.8315802' lon='-42.4023211' z='11' width='300' height='300'],Munícipio,córrego novo-mg,córrego-novo-mg,municipio
312010,Couto de Magalhães de Minas - MG,-43.4711648,-18.0736638,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.0736638' lon='-43.4711648' z='11' width='300' height='300'],Munícipio,couto de magalhães de minas-mg,couto-de-magalhães-de-minas-mg,municipio
312015,Crisólita - MG,-40.9162669,-17.237054,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-17.237054' lon='-40.9162669' z='11' width='300' height='300'],Munícipio,crisólita-mg,crisólita-mg,municipio
312020,Cristais - MG,-45.5040317,-20.8551462,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.8551462' lon='-45.5040317' z='11' width='300' height='300'],Munícipio,cristais-mg,cristais-mg,municipio
312030,Cristália - MG,-42.8659484,-16.7183196,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-16.7183196' lon='-42.8659484' z='11' width='300' height='300'],Munícipio,cristália-mg,cristália-mg,municipio
312040,Cristiano Otoni - MG,-43.8063873,-20.8318093,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.8318093' lon='-43.8063873' z='11' width='300' height='300'],Munícipio,cristiano otoni-mg,cristiano-otoni-mg,municipio
312050,Cristina - MG,-45.263251,-22.2106941,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-22.2106941' lon='-45.263251' z='11' width='300' height='300'],Munícipio,cristina-mg,cristina-mg,municipio
312060,Crucilândia - MG,-44.338595,-20.3912751,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.3912751' lon='-44.338595' z='11' width='300' height='300'],Munícipio,crucilândia-mg,crucilândia-mg,municipio
312070,Cruzeiro da Fortaleza - MG,-46.6734817,-18.9456065,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.9456065' lon='-46.6734817' z='11' width='300' height='300'],Munícipio,cruzeiro da fortaleza-mg,cruzeiro-da-fortaleza-mg,municipio
312080,Cruzília - MG,-44.8100075,-21.8404109,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.8404109' lon='-44.8100075' z='11' width='300' height='300'],Munícipio,cruzília-mg,cruzília-mg,municipio
312083,Cuparaque - MG,-41.0980602,-18.9701321,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.9701321' lon='-41.0980602' z='11' width='300' height='300'],Munícipio,cuparaque-mg,cuparaque-mg,municipio
312087,Curral de Dentro - MG,-41.8583314,-15.9369116,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-15.9369116' lon='-41.8583314' z='11' width='300' height='300'],Munícipio,curral de dentro-mg,curral-de-dentro-mg,municipio
312090,Curvelo - MG,-44.4467555,-18.7491658,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.7491658' lon='-44.44675549999999' z='11' width='300' height='300'],Munícipio,curvelo-mg,curvelo-mg,municipio
312100,Datas - MG,-43.65822,-18.4476251,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.4476251' lon='-43.65822' z='11' width='300' height='300'],Munícipio,datas-mg,datas-mg,municipio
312110,Delfim Moreira - MG,-45.280883,-22.5088672,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-22.5088672' lon='-45.280883' z='11' width='300' height='300'],Munícipio,delfim moreira-mg,delfim-moreira-mg,municipio
312120,Delfinópolis - MG,-46.8439837,-20.3518978,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.3518978' lon='-46.8439837' z='11' width='300' height='300'],Munícipio,delfinópolis-mg,delfinópolis-mg,municipio
312125,Delta - MG,-47.7832892,-19.98147,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.98147' lon='-47.7832892' z='11' width='300' height='300'],Munícipio,delta-mg,delta-mg,municipio
312130,Descoberto - MG,-42.9613707,-21.463831,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.463831' lon='-42.9613707' z='11' width='300' height='300'],Munícipio,descoberto-mg,descoberto-mg,municipio
312140,Desterro de Entre Rios - MG,-44.3329387,-20.6595653,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.6595653' lon='-44.3329387' z='11' width='300' height='300'],Munícipio,desterro de entre rios-mg,desterro-de-entre-rios-mg,municipio
312150,Desterro do Melo - MG,-43.518648,-21.1474713,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-21.1474713' lon='-43.518648' z='11' width='300' height='300'],Munícipio,desterro do melo-mg,desterro-do-melo-mg,municipio
312160,Diamantina - MG,-43.6110132,-18.2380733,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.2380733' lon='-43.6110132' z='11' width='300' height='300'],Munícipio,diamantina-mg,diamantina-mg,municipio
312170,Diogo de Vasconcelos - MG,-43.1992538,-20.4858473,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.4858473' lon='-43.1992538' z='11' width='300' height='300'],Munícipio,diogo de vasconcelos-mg,diogo-de-vasconcelos-mg,municipio
312180,Dionísio - MG,-42.777139,-19.8424484,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-19.8424484' lon='-42.77713900000001' z='11' width='300' height='300'],Munícipio,dionísio-mg,dionísio-mg,municipio
312190,Divinésia - MG,-43.0032867,-20.9900689,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.9900689' lon='-43.0032867' z='11' width='300' height='300'],Munícipio,divinésia-mg,divinésia-mg,municipio
312200,Divino - MG,-42.1479013,-20.6155413,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.6155413' lon='-42.1479013' z='11' width='300' height='300'],Munícipio,divino-mg,divino-mg,municipio
312210,Divino das Laranjeiras - MG,-41.4791826,-18.7772564,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.7772564' lon='-41.4791826' z='11' width='300' height='300'],Munícipio,divino das laranjeiras-mg,divino-das-laranjeiras-mg,municipio
312220,Divinolândia de Minas - MG,-42.6147762,-18.803417,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-18.803417' lon='-42.6147762' z='11' width='300' height='300'],Munícipio,divinolândia de minas-mg,divinolândia-de-minas-mg,municipio
312230,Divinópolis - MG,-44.8871183,-20.1393017,[mapbox layers='acaoeducativa.mapadosplanos' api='' options='' lat='-20.1393017' lon='-44.8871183' z='11' width='300' height='300'],Munícipio,divinópolis-mg,divinópolis-mg,municipio
